temp,humi,soil_humi,bright,air_p,light,fan,water
33.45113654647436,2,3742,1134,1102.6998430139095,1,1,1
15.179062132781906,28,3942,1807,1083.6276459212877,0,0,1
19.55662827753925,4,2864,2420,1172.0883867376588,0,0,2
21.666075831953982,80,3562,2332,1076.1917099227956,0,0,1
37.60643369980383,44,1813,436,1103.082583367462,1,1,0
37.665289550428994,86,2276,1481,1199.48913449202,1,1,0
22.7897982543814,82,2901,1287,939.7476677333219,1,0,2
38.31651478120999,70,3843,741,1045.9153886502913,1,1,1
38.68957822209809,51,2298,1046,1162.2935509545105,1,1,0
25.515736325139247,18,3906,491,1115.8640765430346,1,0,1
16.913872950210255,33,2502,2781,1107.282842011422,0,0,2
17.907068563638184,74,2038,1261,1007.3791067421394,1,0,0
29.90181918660131,63,2034,2718,1006.4153857275327,0,1,0
32.82837600983905,16,3755,1780,1131.2393042655194,0,1,1
23.78474728128805,87,2275,128,1083.1788887401158,1,0,0
37.01878661772096,93,3443,2156,1171.731631443132,0,1,1
17.700520499267316,80,3978,1710,903.852139249525,0,0,1
18.198779398586485,61,3576,51,1059.5181882738102,1,0,1
25.408541617242356,51,3990,1143,1023.0268360501892,1,0,1
15.703046424003286,35,2788,254,1016.0619853977139,1,0,2
24.75506478568774,22,3134,875,941.1859140859178,1,0,1
39.490610013145066,0,2011,2356,919.0341900260288,0,1,0
29.80291604980935,76,2330,338,1183.0877054046757,1,1,0
15.08506831698319,26,3897,2219,923.1001089984192,0,0,1
21.527099087535834,41,3502,1152,1186.879397035179,1,0,1
19.980061183893497,45,2548,1968,1024.7639761528221,0,0,2
16.08279170591126,83,3347,2396,1159.1370835089872,0,0,1
27.95555241800374,90,3009,1374,965.0532722924702,1,1,1
15.875529253562135,67,2866,2782,1090.1347802090738,0,0,2
33.50325542545802,73,3346,273,1058.6853486089456,1,1,1
39.080208520867416,44,3309,1927,910.0986134089475,0,1,1
28.285088770917937,76,2474,1951,1031.9849912815384,0,1,2
36.893869830412555,85,3934,616,906.4676063445335,1,1,1
29.28333382513484,94,3561,2542,1195.5703747814791,0,1,1
34.660737434085064,72,2714,642,954.5364168948759,1,1,2
22.893102858492604,53,2710,1185,1025.2337573961754,1,0,2
26.009461268639537,70,2566,2493,974.3450627961265,0,0,2
31.229947913430312,54,3432,370,1116.1138456270621,1,1,1
21.39427896149873,97,2942,1854,1188.4171363595274,0,0,2
18.488319782141012,29,3873,765,1130.9520172017897,1,0,1
24.311244574664485,46,3131,1999,922.7256761937853,0,0,1
25.81084993028479,42,1993,1191,1070.5040437368411,1,0,0
24.118881521005157,11,1845,2853,1173.3506025141824,0,0,0
23.436789962783415,68,2909,2960,981.8038196121411,0,0,2
29.452294430888216,84,3830,339,947.0250291641665,1,1,1
37.910933345636785,6,3900,2440,1143.7627079118183,0,1,1
35.920744824131816,18,2373,2622,1031.8675185056272,0,1,0
15.070366163063804,9,2759,1144,1081.9631250681923,1,0,2
17.04203134068766,27,3624,1043,1114.3802388494764,1,0,1
28.80252077906735,83,3759,469,904.562062565027,1,1,1
39.22700122627206,54,2870,2221,1002.3367582118416,0,1,2
37.59269209850817,61,3767,745,1012.158428669708,1,1,1
34.54353259017746,20,2321,1820,1011.9166095319196,0,1,0
35.82073020094643,20,3921,2449,1006.0623705235204,0,1,1
22.543808868403705,81,1804,2874,1064.8696599456916,0,0,0
30.060560443229278,86,2456,66,1112.449173927858,1,1,2
30.77247423414024,47,3485,1851,1098.5872904871976,0,1,1
30.622670503543333,78,2130,2282,1031.882473646566,0,1,0
31.753532535287416,36,2054,1063,1012.44296150817,1,1,0
29.829912797897194,43,2659,1761,1154.1338560400181,0,1,2
36.208334507695994,89,2265,895,1163.8496440650654,1,1,0
34.222927020542215,62,2662,2411,1078.1968680843636,0,1,2
38.90286638965503,0,3377,568,1042.0335585768987,1,1,1
28.719028168641756,54,3544,2641,1173.8367698678833,0,1,1
27.227290502849677,71,3469,889,917.9320035152989,1,1,1
33.03527489610038,96,3506,1452,1169.082237171846,1,1,1
31.724765314543895,4,3890,2625,1040.3858265830306,0,1,1
20.69846652631341,69,3932,2864,1141.6795776893189,0,0,1
38.79645228931849,16,3191,2394,967.7675262199673,0,1,1
30.36218126607823,24,2412,2827,1052.4807826379638,0,1,2
29.288144042438454,56,2980,1932,933.9454136032031,0,1,2
30.420492492214024,25,2634,1135,1011.3839686274298,1,1,2
39.70818795792992,13,2083,516,1106.6030540308045,1,1,0
27.769034866230818,59,2933,300,1051.639803670766,1,1,2
37.88675140518065,15,2407,1230,1063.2157684830158,1,1,2
37.80718574163886,3,2327,1575,1167.7393152376121,0,1,0
27.03637612299638,27,2869,2932,938.7156336264865,0,1,2
27.492450048185404,79,3758,2890,1109.5327193430865,0,1,1
23.3077603114752,70,2737,378,938.1461883316418,1,0,2
23.287506801181614,4,2349,943,959.9498218967163,1,0,0
18.277751820386637,17,2410,1758,1056.4349684313554,0,0,2
27.845668615850343,20,2339,1567,979.9307336521217,0,1,0
21.38037303023196,67,2964,2510,941.7795964181839,0,0,2
33.2417911953564,82,2273,2995,1173.550375235992,0,1,0
30.895108866757585,29,2464,2089,1097.6787481112956,0,1,2
35.4497494883037,38,2452,1062,935.3339773704861,1,1,2
24.969944072206523,33,2440,1982,1176.6554406132948,0,0,2
24.382331061791508,61,3592,1055,935.4177015233187,1,0,1
34.80243851879263,50,2425,2972,1035.3454281771922,0,1,2
17.751165514026233,12,2343,1465,1129.6402540727297,1,0,0
21.290110025835737,100,1866,2434,1151.3286117605876,0,0,0
26.829506182740065,83,3918,1243,1126.603156235857,1,0,1
32.04541833482641,56,2154,2210,931.1395125962365,0,1,0
29.163836110574614,86,2799,2719,1011.4041735024346,0,1,2
24.31256502875326,46,2401,269,1142.9274894032715,1,0,2
36.974036806593034,23,3822,2735,945.8239924123484,0,1,1
32.89993399835616,30,2762,2764,1037.454730827452,0,1,2
16.990229229600942,16,2954,1717,1162.975987014255,0,0,2
17.12404800626845,71,3567,2985,1054.7104234031046,0,0,1
25.958487684796047,24,3549,2810,1133.4649641857518,0,0,1
36.329516845428216,74,2682,2559,1174.5638786488876,0,1,2
27.476775885906473,50,3401,1654,971.1270499291794,0,1,1
16.645511005123723,23,2463,730,997.5679919076308,1,0,2
39.60834315441814,91,3824,543,1075.604442492232,1,1,1
16.983797696026212,60,1998,1393,980.4253399627753,1,0,0
38.34728096451503,66,3886,259,927.2856516080832,1,1,1
38.97017810325121,74,2518,1000,1074.7322187991904,1,1,2
29.036077840724246,53,3134,1365,1117.865691487367,1,1,1
36.406459804316086,39,2764,1029,1059.1526981849279,1,1,2
29.02991635849939,41,3607,430,1160.4988288645432,1,1,1
32.439575100631686,16,2009,1447,1031.388363013169,1,1,0
17.059428068770234,65,2756,2559,1003.0722857376426,0,0,2
19.134067069311847,52,3197,1653,1024.2153868152893,0,0,1
22.231516241486254,5,2936,2484,1159.9619054579066,0,0,2
33.15017244815404,32,2672,533,954.1783661568446,1,1,2
28.395624821966088,60,3919,113,1172.097212762048,1,1,1
39.02516188097546,55,2653,2126,976.813865660394,0,1,2
23.54738139799659,57,2848,2708,1050.898969756936,0,0,2
21.942275907956017,68,3103,2858,983.5433045436955,0,0,1
22.1464738609092,21,3508,2139,1021.0231886130765,0,0,1
24.288186865125034,8,3287,1645,1106.3599740145564,0,0,1
32.929753799964374,35,2127,962,1100.4444773619857,1,1,0
29.661662605666923,51,2404,106,908.0022551690747,1,1,2
31.905665075072108,60,3451,2846,995.0329557320981,0,1,1
28.693227819477087,93,3736,937,1140.217207350221,1,1,1
18.028595684434197,99,2814,2035,967.8473181434941,0,0,2
27.013482877594868,81,2191,2806,1071.7769031462324,0,1,0
35.33987474611605,99,2610,31,965.8802973867413,1,1,2
34.979426163490665,35,1887,290,980.902892979927,1,1,0
28.617274770595866,98,2173,62,1055.2012094971724,1,1,0
22.844655759950218,87,3210,2373,1040.2335464932153,0,0,1
26.100258589203445,16,2688,776,1048.9598487095825,1,0,2
28.33517136493772,40,3330,2270,952.7509020124703,0,1,1
32.81202478713291,48,1966,2936,1142.12838859474,0,1,0
35.69116823513758,78,3343,931,1135.4563664652976,1,1,1
18.38883576542741,19,3603,1454,1013.3998201548733,1,0,1
22.432234908860615,10,3758,41,1108.819978070731,1,0,1
15.31215068356467,24,3994,2379,963.427638779229,0,0,1
27.82726045561796,59,2548,161,1146.7729927725854,1,1,2
16.761851067647118,39,1867,751,925.7865905224792,1,0,0
22.11477063786781,73,2742,695,979.6314528965822,1,0,2
28.533040425851162,33,2326,729,921.94636605658,1,1,0
25.371848046201222,36,3812,2132,1038.5805485525611,0,0,1
31.296423465356437,74,2143,1653,1126.4973125736763,0,1,0
21.30992989480781,31,2652,37,930.2314800606355,1,0,2
38.28911222776378,91,2951,2162,970.1141360580514,0,1,2
17.704997082296963,6,2723,1218,924.040895503533,1,0,2
25.87207662525939,35,2276,1446,1180.7733417764055,1,0,0
17.548676085419736,8,3774,2429,1089.2631554303084,0,0,1
21.531233301863672,76,3027,1601,925.5111857546589,0,0,1
24.43374365406651,68,3883,1999,984.2581824117797,0,0,1
21.762062227171633,70,2990,1499,1175.0397088273369,1,0,2
36.434710157228224,68,2874,370,1022.490715367063,1,1,2
36.94771658214027,11,2226,1667,1024.5544554859362,0,1,0
18.351637562115705,36,3005,183,1106.2183914456189,1,0,1
22.183938840494903,8,2486,702,1128.3679159091191,1,0,2
36.296044925458645,39,3930,2580,1149.7587350519502,0,1,1
34.93908619093334,50,3305,447,1140.171955213298,1,1,1
39.07823183412266,19,3393,538,953.0813203982826,1,1,1
39.21042025505311,16,1907,1569,970.2636753576345,0,1,0
29.882447190527333,5,2434,383,1150.1111395617083,1,1,2
39.7586964188961,85,3720,1028,932.5611791441468,1,1,1
22.32274616161795,48,3533,261,979.6798098123139,1,0,1
38.78592333934154,32,3818,2163,1068.4175188647935,0,1,1
18.077912368881904,12,1842,936,1082.1229559156573,1,0,0
34.55206389591473,34,3135,797,926.5117239327203,1,1,1
28.70618965312277,7,3295,2438,966.8972843729684,0,1,1
22.122311667587056,40,2457,1860,1064.9060347026789,0,0,2
25.019249217816096,5,3111,2638,966.8557013681549,0,0,1
17.192192319522842,46,3257,1414,923.2420846007462,1,0,1
30.250937701605416,5,3103,696,1171.253600082726,1,1,1
18.294828026680296,39,2401,1435,1078.7224787976322,1,0,2
24.92764313608573,39,3542,1713,1193.7518963043483,0,0,1
17.927413764051497,38,2700,451,1176.7178721055286,1,0,2
36.896017791293005,10,2374,519,1013.7068240198852,1,1,0
24.725279698705275,11,3392,2998,997.5050062494164,0,0,1
31.694126028744375,11,2912,2732,1171.6499141074828,0,1,2
27.296321163175598,6,3332,2735,996.6882868667773,0,1,1
39.20322086228789,5,3365,1915,911.773273806698,0,1,1
15.987049155488576,45,2257,2916,1196.4800826915664,0,0,0
16.582061939914894,97,1984,2674,1087.5258597696209,0,0,0
28.388318633510437,45,3089,1155,979.8008284974641,1,1,1
19.990660264721512,74,2185,329,970.5537828342268,1,0,0
25.904671126736602,53,3646,1890,1025.473025227287,0,0,1
30.019818563392832,22,1847,1897,1052.3014971857392,0,1,0
24.98382122089553,91,2792,2581,1044.4385207099135,0,0,2
18.536107560127995,92,1821,909,1101.8162794040286,1,0,0
20.487759518646342,22,3502,2134,923.5273875043812,0,0,1
17.09260993202954,32,3866,266,1087.996917544873,1,0,1
24.45731142292601,39,2246,1973,1086.2620516492773,0,0,0
20.1217792762255,96,3944,903,1057.7578338046935,1,0,1
19.98049361738422,59,2680,293,1014.5907204600244,1,0,2
37.97523719451776,74,2574,84,1195.3518675016078,1,1,2
27.36303686503055,37,3611,1126,1156.6602124954163,1,1,1
15.635258602845203,35,3013,302,915.4359606118992,1,0,1
29.21796371296337,76,2643,2977,990.8609701025437,0,1,2
33.50959756452775,95,3330,49,949.5893526108568,1,1,1
36.19229713548108,45,3120,2038,1102.075045263903,0,1,1
16.30715850598212,27,3930,246,1065.6161291251515,1,0,1
17.486358801622348,9,3836,2370,1064.685180742859,0,0,1
15.387288839593827,98,2578,1480,1125.5270263379778,1,0,2
24.195565799908106,24,3976,1097,1061.470099923283,1,0,1
37.88088876998498,100,3841,335,905.5831648939352,1,1,1
32.179845347049344,18,3183,890,1102.1534650896806,1,1,1
20.921335236893906,1,3368,62,990.4824890839438,1,0,1
25.753826851839747,48,2648,1348,964.2759962420297,1,0,2
29.32886852599945,17,2353,1023,1178.188256198198,1,1,0
39.461612761153894,64,3384,2197,957.4018496439533,0,1,1
34.59610757743286,61,3016,2847,991.8666812036038,0,1,1
29.529462540743825,24,3166,2543,1090.5391847953294,0,1,1
35.93276900984685,54,2860,735,1139.5572006758216,1,1,2
34.57673711015495,88,3663,52,1035.3558748494606,1,1,1
17.197083366753134,32,2168,2138,1009.8432437492208,0,0,0
31.718557825527057,37,3803,1975,964.3901360655367,0,1,1
38.116105150188886,54,3991,1693,1103.722102911147,0,1,1
29.607269351237704,14,3830,2365,970.6797804594697,0,1,1
37.74410666543261,47,2712,2347,1133.481172853631,0,1,2
28.16602696175456,68,3583,1128,1006.6042088182907,1,1,1
38.683496240066674,10,1917,2863,1130.381423197627,0,1,0
25.03238842673311,55,1868,1656,1035.596668443354,0,0,0
23.29271737652806,23,3005,2436,1194.684960368217,0,0,1
25.538055491831834,84,2015,849,997.6560141172336,1,0,0
31.538353313868754,89,2633,2791,984.6192902594054,0,1,2
22.65956826806438,59,2115,202,1173.2238710210972,1,0,0
34.08663791036861,23,2953,59,1098.3877316556516,1,1,2
37.78015022631294,1,2753,569,1083.1675436963376,1,1,2
30.986563702552626,91,3620,1355,987.6802111657876,1,1,1
26.083982519288185,99,3512,2532,1086.052619218304,0,0,1
18.956482336225385,61,3063,252,1131.1009162777063,1,0,1
17.915547603684686,47,3649,1300,1176.1225814753939,1,0,1
39.22880333096381,38,3798,2481,1131.3302860061199,0,1,1
29.2724661045145,49,2802,187,942.2752190553059,1,1,2
32.20642178063795,53,2116,1326,1133.6527589533976,1,1,0
23.4222220569416,31,2245,2184,977.7078366811999,0,0,0
38.35569627801023,39,3507,2716,1076.753487155127,0,1,1
32.35203655652818,64,2209,2490,1066.935924537147,0,1,0
32.376567761575956,65,3229,444,1059.9572875886208,1,1,1
31.005315250398425,77,3185,25,1113.307522609561,1,1,1
16.852979184011296,41,2829,2374,947.3019963054863,0,0,2
26.090948745803658,21,3330,1962,969.9466756689498,0,0,1
25.401848568584064,84,3912,300,1113.5658214867951,1,0,1
22.408892358218903,80,2636,1636,973.41268779675,0,0,2
35.49108841632915,24,3403,432,1140.48179859317,1,1,1
15.773795270213926,37,3609,114,1120.7159705325626,1,0,1
28.687038273568135,46,3513,2636,1083.4094386912261,0,1,1
36.61565868330014,74,3250,2235,904.7118269642064,0,1,1
36.09989327064285,59,3859,1454,1167.1710076788302,1,1,1
32.54809555921874,13,2069,1290,1087.67897076232,1,1,0
33.950369653928064,54,3913,1402,910.93964424675,1,1,1
16.84236698960229,32,1840,2187,1006.1536810490717,0,0,0
24.277045408196116,27,3660,2869,1189.4709867778026,0,0,1
16.477653341779288,36,2935,974,1180.885425148011,1,0,2
37.02159973993137,25,3048,99,1196.9424485696486,1,1,1
37.13884098770686,12,3551,1364,985.0409713592962,1,1,1
16.54016096536781,86,1981,690,1154.5006703981842,1,0,0
34.280483680888295,50,2311,1260,1147.3849783609744,1,1,0
19.16942214065363,77,3060,49,1060.9093570073017,1,0,1
30.82223575999352,44,3735,2654,1177.9963474218232,0,1,1
29.22150367329507,73,3099,2202,915.078679962349,0,1,1
37.35087448812133,87,2551,2779,971.8120024156001,0,1,2
16.535980946482134,69,1822,1571,1187.427900382879,0,0,0
20.453853181497024,100,3720,459,1019.2379584714224,1,0,1
18.195543165542407,86,1948,239,1021.8347460970501,1,0,0
36.09597398132526,30,3350,2676,944.7899654508436,0,1,1
17.304964491418083,58,3702,973,1023.0094256406309,1,0,1
32.27584722999019,38,3449,1005,1011.7756815140222,1,1,1
19.97547653931806,21,3719,2601,1008.2111195844798,0,0,1
26.94287091372743,32,3399,1816,906.9276156718769,0,0,1
39.98774182029743,51,3567,2009,1065.3765888490664,0,1,1
20.6149525188589,8,3182,765,1054.717762694624,1,0,1
36.97564863543856,73,3147,2510,914.1310461275135,0,1,1
24.781778023157656,52,2256,2463,1131.4016533759216,0,0,0
35.178614995077,16,3439,1579,1085.8881009535235,0,1,1
38.769594225319395,13,3429,1818,965.4945291282509,0,1,1
22.388296766947356,30,2071,766,1150.9398517279315,1,0,0
34.39490190785457,89,2495,2203,1188.1657624225898,0,1,2
26.900111880842463,16,2865,1442,1103.5658588484598,1,0,2
31.9737072493705,19,2779,85,1129.7597344923931,1,1,2
24.39011977383565,80,3704,502,1140.738123011389,1,0,1
32.187415449919925,66,3629,2468,1114.953691527751,0,1,1
21.83066208331178,61,3961,462,1093.7141524174513,1,0,1
17.033015794137622,64,3190,1303,991.2099104936265,1,0,1
32.60953682806803,45,2808,703,1100.6609838215554,1,1,2
39.894078443783414,20,2639,1408,1054.5211881523282,1,1,2
26.064841761053763,78,2820,2939,1041.229274950403,0,0,2
21.749950649446347,57,2828,580,968.1494687376472,1,0,2
32.46652534764627,40,3541,241,1086.1181564104793,1,1,1
26.61913859117645,93,3526,1091,1149.6493330762921,1,0,1
23.697399475645724,22,2607,2606,1112.73259145015,0,0,2
34.42894046603438,34,2535,39,1148.0457361617537,1,1,2
15.052788988830752,18,3642,1829,1118.9757585239843,0,0,1
22.190313214891525,82,3130,953,1180.522226178479,1,0,1
28.38711959248397,25,3778,2100,1020.4396841953856,0,1,1
22.484288250521818,82,3172,1773,970.1996543191295,0,0,1
16.47472541811903,13,3336,345,1003.1252303408821,1,0,1
31.92621619430799,37,3141,2893,1107.9582352910966,0,1,1
20.463452381772683,32,3872,770,1012.6704270954399,1,0,1
37.95168455622485,18,3266,2660,1198.6579756019319,0,1,1
26.680921097771513,35,2094,1660,933.3796245394104,0,0,0
34.62007821722539,74,2511,1848,1122.8146736374258,0,1,2
36.78765673946796,64,2813,2864,1068.9963654864746,0,1,2
